Ticker,Date,Open,High,Low,Close,Volume
USAR,2025/03/10,14.989999771118164,15.25,10.899999618530273,10.90999984741211,46700
USAR,2025/03/11,11.010000228881836,12.074999809265137,11.010000228881836,11.5,20700
USAR,2025/03/12,11.9399995803833,13.0,10.600000381469727,11.0,21800
USAR,2025/03/13,11.449999809265137,11.5,9.239999771118164,10.78499984741211,36700
USAR,2025/03/14,10.229999542236328,19.030000686645508,9.413999557495117,18.549999237060547,381300
USAR,2025/03/17,19.899999618530273,20.0,13.300000190734863,14.130000114440918,423500
USAR,2025/03/18,15.0,18.399999618530273,14.15999984741211,17.350000381469727,352400
USAR,2025/03/19,17.600000381469727,18.489999771118164,14.75,15.515000343322754,300500
USAR,2025/03/20,14.899999618530273,15.550000190734863,11.65999984741211,12.0,360900
USAR,2025/03/21,12.680000305175781,13.484999656677246,10.774999618530273,11.100000381469727,388200
USAR,2025/03/24,11.010000228881836,11.680000305175781,9.5,9.5,396000
USAR,2025/03/25,9.40999984741211,9.425000190734863,6.710000038146973,6.710000038146973,642900
USAR,2025/03/26,6.75,7.090000152587891,5.71999979019165,5.75,434700
USAR,2025/03/27,5.949999809265137,6.474999904632568,5.559999942779541,6.079999923706055,386000
USAR,2025/03/28,6.28000020980835,6.480000019073486,5.730000019073486,5.949999809265137,157200
USAR,2025/03/31,6.159999847412109,6.199999809265137,5.579999923706055,5.940000057220459,156400
USAR,2025/04/01,6.110000133514404,7.098999977111816,5.848999977111816,6.28000020980835,348100
USAR,2025/04/02,6.400000095367432,6.993000030517578,6.171000003814697,6.849999904632568,221700
USAR,2025/04/03,6.800000190734863,6.889999866485596,6.309999942779541,6.5,155400
USAR,2025/04/04,8.5,10.5,7.269999980926514,7.550000190734863,7426500
USAR,2025/04/07,7.309999942779541,9.850000381469727,7.059999942779541,9.470000267028809,1438200
USAR,2025/04/08,10.5,10.569999694824219,8.25,8.399999618530273,899500
USAR,2025/04/09,8.75,8.795000076293945,7.25,7.369999885559082,676400
USAR,2025/04/10,7.369999885559082,8.64900016784668,7.369999885559082,8.489999771118164,706300
USAR,2025/04/11,8.779999732971191,9.479999542236328,7.699999809265137,8.3100004196167,757800
USAR,2025/04/14,9.720000267028809,13.399999618530273,9.0,11.75,11479000
USAR,2025/04/15,14.3100004196167,15.0,12.5,13.520000457763672,9305800
USAR,2025/04/16,14.763999938964844,18.549999237060547,14.3100004196167,15.65999984741211,12266900
USAR,2025/04/17,16.329999923706055,16.42799949645996,13.40999984741211,14.09000015258789,4069900
USAR,2025/04/21,13.020000457763672,13.350000381469727,11.050000190734863,11.739999771118164,2328800
USAR,2025/04/22,11.5600004196167,12.479999542236328,9.859999656677246,10.25,2062400
USAR,2025/04/23,9.800000190734863,11.479999542236328,9.119999885559082,10.880000114440918,2173700
USAR,2025/04/24,11.229999542236328,13.479999542236328,11.201000213623047,13.229999542236328,2607100
USAR,2025/04/25,13.0,13.289999961853027,11.630000114440918,12.140000343322754,1435500
USAR,2025/04/28,12.319999694824219,13.111000061035156,12.140000343322754,12.949999809265137,1027900
