Ticker,Date,Open,High,Low,Close,Volume
XEL,2025/03/10,65.89949597736327,67.68134499763387,65.89949597736327,67.15840911865234,4830500
XEL,2025/03/11,67.22620367386207,67.43925246760438,65.95760435076843,66.55801391601562,3381700
XEL,2025/03/12,66.16096733998869,67.49735424895376,66.01570612659651,66.6742172241211,3356600
XEL,2025/03/13,67.08094594051542,67.5554664196612,65.99634458999383,66.49990844726562,2409400
XEL,2025/03/14,66.49989724411766,68.26737392120276,66.28506524855017,68.11112976074219,4170700
XEL,2025/03/17,68.06229959872863,69.03880322252749,67.90606289298914,68.31619262695312,3751100
XEL,2025/03/18,68.10136448748774,68.67750553216683,67.7693568126907,68.62867736816406,3159800
XEL,2025/03/19,68.52125228830187,68.8435002477055,68.19900432889823,68.58960723876953,3112000
XEL,2025/03/20,68.5896228076695,68.92163796396876,68.15996621440269,68.44314575195312,3039100
XEL,2025/03/21,68.16972518994265,68.70680523869197,67.20298855232632,67.48617553710938,6689200
XEL,2025/03/24,67.88653108224847,68.01348132597774,67.09556550265643,67.2420425415039,3156900
XEL,2025/03/25,66.98814847558918,67.17368655195587,65.9139959574205,66.33389282226562,3110200
XEL,2025/03/26,66.4120142293056,67.80841472382423,66.39247998455346,67.30062866210938,3540500
XEL,2025/03/27,67.48616590733702,68.15995579050822,67.31039495738504,67.69123077392578,3870700
XEL,2025/03/28,68.23806958928428,68.83373738743434,68.00371080890548,68.08183288574219,3533500
XEL,2025/03/31,68.73609077867832,69.68330050363654,68.25760608003554,69.12669372558594,3772200
XEL,2025/04/01,68.95091836080506,69.15598321853281,68.32595666578781,69.05833435058594,2233000
XEL,2025/04/02,69.20480642852083,69.6247032357822,68.41383351941465,69.23410034179688,2054700
XEL,2025/04/03,70.29849214707585,70.93322097772611,69.4782326983324,70.4449691772461,3573500
XEL,2025/04/04,71.28476442825391,71.28476442825391,66.18741432780158,66.29483032226562,5680800
XEL,2025/04/07,66.29482900203666,66.77331368140047,64.20511188793049,65.48432922363281,7971200
XEL,2025/04/08,65.77729413889584,67.57405748858802,64.79102325122106,65.46481323242188,5792500
XEL,2025/04/09,64.9570177694142,67.54475386220356,63.8926323956615,66.96862030029297,6518000
XEL,2025/04/10,66.66590256556051,67.68146728083549,65.43551330005295,66.80261993408203,3491500
XEL,2025/04/11,66.80261729418879,68.28689954239246,65.93352220429627,67.92559051513672,3148400
XEL,2025/04/14,67.7888752477726,69.20480987777502,66.67566178701531,69.06809997558594,2515700
XEL,2025/04/15,69.48800689056695,69.80048777666286,68.56032390518733,68.61891174316406,2556800
XEL,2025/04/16,68.82398211890892,69.15598979151038,67.24204348734135,67.47640228271484,2824000
XEL,2025/04/17,68.06229615815126,69.36104770018285,67.86699842331642,68.48219299316406,2784500
XEL,2025/04/21,68.23807121942828,68.6482084075531,66.58778514508417,67.34945678710938,5664900
XEL,2025/04/22,68.02323853769128,70.02506627650381,67.7498112949526,69.71258544921875,5162400
XEL,2025/04/23,69.40011044390455,70.40590795828804,68.92162576670032,69.86883544921875,5639000
XEL,2025/04/24,68.68726370596966,69.8004847298593,67.38851950333978,68.63844299316406,6499700
XEL,2025/04/25,68.84350917650306,68.8923373403689,66.80262006917779,67.37875366210938,4816800
XEL,2025/04/28,67.48616388456674,68.04277063437623,66.85143505931316,67.94512176513672,2994500
XEL,2025/04/29,67.92559416510062,69.10716273377115,67.59358648718595,69.00951385498047,2539300
XEL,2025/04/30,69.0290434284598,69.21457405056454,67.96465060633071,69.03880310058594,4468300
XEL,2025/05/01,69.03880385852904,69.71259374919941,68.35525429562537,68.74585723876953,3389100
XEL,2025/05/02,69.06810888432109,69.37082264248082,68.33573112092935,69.10716247558594,3854500
XEL,2025/05/05,68.76538444401612,69.46846825584792,68.3161936642639,69.2243423461914,5645600
XEL,2025/05/06,68.96068619894697,69.72235780702769,68.79467492656873,69.39034271240234,2765400
XEL,2025/05/07,69.49776574808234,70.27897167922252,69.29270086743773,69.68330383300781,4552300
XEL,2025/05/08,69.63447674912283,69.88836979820316,68.4333813652608,68.5212631225586,3160000
XEL,2025/05/09,68.59937821137432,69.21457280011946,68.34548518818515,68.95092010498047,2479300
XEL,2025/05/12,68.69703015428945,68.75562543926534,65.84564128984908,66.18741607666016,4783700
XEL,2025/05/13,66.1874179281291,67.11510088985973,65.1816203344648,66.70496368408203,5328100
XEL,2025/05/14,66.31436873838642,67.32016634061054,65.79681552789704,67.18345642089844,5338000
XEL,2025/05/15,67.62288070447381,69.63447592694736,67.55452574400526,69.58565521240234,6642300
XEL,2025/05/16,69.62471067715059,70.85509986702999,69.28292845205276,70.67932891845703,7154000
XEL,2025/05/19,70.21060720436985,70.66956506795883,69.89812636428621,70.51332092285156,5044800
XEL,2025/05/20,70.43520472260079,71.06993357728841,70.21061305794812,70.62074279785156,3538600
XEL,2025/05/21,70.2106183842037,70.35709543103299,68.21854991766877,68.27713775634766,4134600
XEL,2025/05/22,68.19901114400552,68.30642714120745,66.88073271031917,67.58381652832031,4059000
XEL,2025/05/23,67.79864445411143,68.17948025765273,66.94908364998713,68.09159851074219,3077400
XEL,2025/05/27,68.56031882254364,68.73608977357524,67.8670021407332,68.16971588134766,2578600
XEL,2025/05/28,68.14042086745506,68.21854294446277,67.0076805513687,67.31039428710938,2425600
XEL,2025/05/29,67.28110075539917,68.07206630176282,67.0174406065237,67.83770751953125,2024800
XEL,2025/05/30,67.89630453752363,68.75563260550767,67.73030068807486,68.45291137695312,3985800
XEL,2025/06/02,68.08183138881952,68.20877417328958,67.51545751940333,68.09159851074219,2506400
XEL,2025/06/03,68.07206508500401,68.30642386304653,67.10532860671384,67.70099639892578,3344800
XEL,2025/06/04,67.51545699613924,67.78887680680559,66.82214034762639,66.89049530029297,2286100
XEL,2025/06/05,66.87097292325933,67.12485850699977,66.49012964738553,66.95885467529297,1841200
XEL,2025/06/06,67.3103983082824,67.51546318507985,66.51943271918769,66.9002685546875,1876700
XEL,2025/06/09,66.6463726400395,67.61310914614393,66.49012848342834,66.7733154296875,2509500
XEL,2025/06/10,66.87097357973211,67.48616820040164,66.63660733841184,67.33969116210938,2640400
XEL,2025/06/11,67.31039267245615,67.3592208319475,66.41201115881209,66.64636993408203,3190900
XEL,2025/06/12,66.91979255364276,67.45687253004898,66.58778489559634,67.44710540771484,2569200
XEL,2025/06/13,67.44710613872883,67.66372578374217,66.44278757163326,66.58063507080078,2861400
XEL,2025/06/16,66.82679875051366,67.02372162173855,65.39908164169223,65.76339721679688,3343500
XEL,2025/06/17,65.77324011213246,65.77324011213246,64.46368134286479,64.64091491699219,3460200
XEL,2025/06/18,64.7393781283626,65.46800172557563,64.20767739132859,65.26123046875,2917100
XEL,2025/06/20,65.57631369232017,66.0686283709594,65.30061867422233,65.6156997680664,6825600
XEL,2025/06/23,66.02923949206527,66.90555898187053,65.89139198886842,66.86618041992188,3404800
XEL,2025/06/24,66.86617808580418,67.58495325422223,66.74801986770623,67.18125915527344,4276900
XEL,2025/06/25,66.95479606385798,67.13202964804147,66.11786261548492,66.28524780273438,2445900
XEL,2025/06/26,66.66924735037198,66.80709484798793,66.15724343238777,66.70863342285156,2166200
XEL,2025/06/27,66.63970539027503,67.32894283404885,66.51170629703837,66.73816680908203,4020500
XEL,2025/06/30,66.46247710201307,67.16156299674218,66.04893460295507,67.05325317382812,4116000
XEL,2025/07/01,67.31910690728324,67.93942065235265,65.84216298005818,67.65387725830078,3711900
XEL,2025/07/02,67.30925948363635,67.58495448542868,65.98001143235166,66.52155303955078,3031400
XEL,2025/07/03,66.39355582869108,67.37818515581856,66.26555672052972,67.14187622070312,2236100
XEL,2025/07/07,67.14187961940297,67.24034105467467,66.43294526604505,66.83663940429688,2192800
XEL,2025/07/08,66.40340233142571,66.78740715708295,65.53692374050651,66.52155303955078,2061300
XEL,2025/07/09,66.60032598301787,67.00402760627503,66.07847365022238,66.79724884033203,2121000
XEL,2025/07/10,66.24585844082368,67.41756971769564,65.98985271811944,67.39787292480469,2542300
XEL,2025/07/11,67.1418785444119,67.93942592310722,66.76771457939365,67.56526947021484,2394400
XEL,2025/07/14,67.58495916078368,68.14619759957894,67.32895342192724,68.1068115234375,2045500
XEL,2025/07/15,67.88034861514286,68.10680915492328,66.9646430350455,67.27972412109375,2460300
XEL,2025/07/16,67.33880181899409,68.33327958321934,67.26987806377802,68.1068115234375,3624400
XEL,2025/07/17,67.9689643409107,68.7172847669565,67.90988898247649,68.57943725585938,2836500
XEL,2025/07/18,68.92405369975242,69.79052481332691,68.58928333045966,69.29821014404297,3421000
XEL,2025/07/21,69.63298391145284,70.69638533718917,69.28836516573975,70.46991729736328,2635300
XEL,2025/07/22,70.68653585715732,71.98624618686492,70.50930228891878,71.93701171875,2917800
XEL,2025/07/23,72.09456207924683,72.42933245182424,70.96223682635866,71.38562774658203,3526700
XEL,2025/07/24,71.40531781062346,71.86809481130187,70.98192688576084,71.66132354736328,2339700
XEL,2025/07/25,71.77947603814083,71.93701281668774,71.33638835471928,71.54316711425781,2760100
XEL,2025/07/28,71.01147174997885,71.66132321763496,69.91853256552805,70.0465316772461,3396500
