Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-10 00:00:00-05:00,374.4454082990393,374.7631831857712,361.1475370160586,362.1406555175781,3526400,0.0,0.0
2026-02-11 00:00:00-05:00,362.62731026371,365.9741148206528,358.51578505094824,364.057373046875,2826000,0.0,0.0
2026-02-12 00:00:00-05:00,364.1368492378025,368.32781070875313,362.54785350476277,363.6800231933594,2374500,0.0,0.0
2026-02-13 00:00:00-05:00,362.6600036621094,370.4200134277344,361.7099914550781,369.19000244140625,2414200,2.52,0.0
2026-02-17 00:00:00-05:00,370.8800048828125,374.7699890136719,369.0,373.3599853515625,2255400,0.0,0.0
2026-02-18 00:00:00-05:00,373.5,380.5799865722656,370.44000244140625,379.7300109863281,2731900,0.0,0.0
2026-02-19 00:00:00-05:00,377.9100036621094,379.92999267578125,374.1300048828125,375.5,2427000,0.0,0.0
2026-02-20 00:00:00-05:00,372.010009765625,377.0,371.3900146484375,374.75,2911700,0.0,0.0
2026-02-23 00:00:00-05:00,375.260009765625,381.7799987792969,374.739990234375,379.4200134277344,2951400,0.0,0.0
2026-02-24 00:00:00-05:00,380.0199890136719,383.20001220703125,378.82000732421875,382.8699951171875,2454700,0.0,0.0
2026-02-25 00:00:00-05:00,381.5,387.489990234375,380.5400085449219,384.3299865722656,2459500,0.0,0.0
2026-02-26 00:00:00-05:00,385.1400146484375,385.1400146484375,374.25,379.3299865722656,2589400,0.0,0.0
2026-02-27 00:00:00-05:00,379.2900085449219,390.1400146484375,378.75,388.1600036621094,3441000,0.0,0.0
2026-03-02 00:00:00-05:00,388.0,391.2900085449219,381.8900146484375,385.70001220703125,2837900,0.0,0.0
2026-03-03 00:00:00-05:00,377.9700012207031,381.739990234375,372.7099914550781,377.0,2710400,0.0,0.0
2026-03-04 00:00:00-05:00,380.0,380.0899963378906,370.82000732421875,379.2699890136719,2028300,0.0,0.0
2026-03-05 00:00:00-05:00,375.17999267578125,377.0899963378906,361.3999938964844,367.6000061035156,2868400,0.0,0.0
2026-03-06 00:00:00-05:00,364.20001220703125,369.760009765625,361.7099914550781,369.5299987792969,2443000,0.0,0.0
2026-03-09 00:00:00-04:00,368.2699890136719,378.82000732421875,366.5299987792969,376.9700012207031,2719900,0.0,0.0
